previous_crop,soil_nitrogen,soil_ph,rainfall,temperature,recommended_next_crop
Potato,43,5.9,684,16,Wheat
Wheat,27,6.9,955,21,Rice
Millet,48,7.2,1393,32,Cotton
Wheat,42,6.6,899,33,Rice
Maize,32,6.1,634,16,Soybean
Potato,46,6.2,1196,26,Wheat
Maize,34,6.2,361,30,Soybean
Barley,13,6.9,1176,25,Wheat
Rice,20,6.8,816,24,Maize
Wheat,41,7.4,1175,17,Rice
Sugarcane,49,6.6,1497,19,Potato
Soybean,21,6.6,1204,28,Barley
Rice,18,6.7,825,27,Maize
Maize,42,6.5,1246,28,Soybean
Rice,35,5.8,903,20,Maize
Barley,24,6.7,571,18,Wheat
Millet,47,6.0,431,29,Cotton
Barley,33,5.7,450,21,Wheat
Soybean,50,5.6,1248,30,Barley
Barley,20,7.3,548,27,Wheat
Barley,14,5.8,1455,21,Wheat
Rice,10,6.5,910,28,Maize
Cotton,41,5.7,346,18,Tomato
Cotton,19,5.7,1003,28,Tomato
Potato,34,6.6,1426,24,Wheat
Rice,35,5.7,1443,21,Maize
Rice,45,6.1,945,28,Maize
Tomato,13,6.7,798,19,Rice
Barley,15,6.2,324,27,Wheat
Sugarcane,31,5.7,990,27,Potato
Potato,18,5.8,478,32,Wheat
Soybean,50,5.5,558,25,Barley
Wheat,30,6.9,600,28,Rice
Tomato,41,6.5,578,22,Rice
Sugarcane,45,6.2,719,29,Potato
Cotton,10,5.7,546,19,Tomato
Wheat,45,7.4,1322,26,Rice
Tomato,30,6.7,1090,28,Rice
Cotton,16,7.0,572,33,Tomato
Wheat,37,5.6,786,31,Rice
Sugarcane,27,7.3,334,34,Potato
Millet,39,6.1,1224,32,Cotton
Tomato,49,6.9,735,28,Rice
Soybean,28,6.3,1173,31,Barley
Soybean,48,6.8,1247,16,Barley
Cotton,45,6.8,778,30,Tomato
Soybean,43,6.3,426,19,Barley
Potato,14,7.2,1105,34,Wheat
Tomato,46,7.0,703,20,Rice
Potato,29,6.7,564,28,Wheat
Rice,34,7.1,1111,35,Maize
Rice,23,5.6,353,31,Maize
Wheat,25,5.9,741,22,Rice
Tomato,16,6.1,686,35,Rice
Rice,37,5.6,592,28,Maize
Maize,48,6.7,658,17,Soybean
Wheat,40,6.8,723,17,Rice
Wheat,36,7.4,592,18,Rice
Wheat,37,7.1,302,32,Rice
Sugarcane,18,5.6,476,19,Potato
Wheat,36,6.3,327,22,Rice
Millet,41,5.7,1450,19,Cotton
Sugarcane,33,6.9,382,25,Potato
Soybean,28,6.2,977,26,Barley
Tomato,25,6.3,1080,18,Rice
Maize,39,7.4,1109,28,Soybean
Tomato,13,5.6,424,15,Rice
Millet,33,5.9,1426,29,Cotton
Millet,31,7.2,482,18,Cotton
Sugarcane,40,6.9,554,23,Potato
Barley,38,5.8,1500,30,Wheat
Potato,30,6.2,435,16,Wheat
Rice,15,6.8,1243,33,Maize
Sugarcane,42,6.9,1191,16,Potato
Millet,14,7.0,800,22,Cotton
Potato,37,6.4,957,22,Wheat
Barley,16,5.6,1472,22,Wheat
Soybean,10,7.5,353,34,Barley
Rice,15,6.2,357,24,Maize
Rice,41,7.1,1275,16,Maize
Maize,47,7.4,1438,21,Soybean
Rice,27,6.8,359,26,Maize
Maize,36,6.2,836,35,Soybean
Sugarcane,24,6.1,1459,23,Potato
Maize,33,6.2,1408,15,Soybean
Sugarcane,36,6.7,726,25,Potato
Sugarcane,37,7.5,983,15,Potato
Potato,12,7.4,414,16,Wheat
Sugarcane,18,6.9,1062,18,Potato
Millet,31,5.6,656,21,Cotton
Sugarcane,12,5.7,875,30,Potato
Soybean,10,6.5,510,25,Barley
Soybean,45,7.1,530,24,Barley
Tomato,41,6.1,1286,24,Rice
Barley,10,7.0,1062,26,Wheat
Wheat,19,7.5,1187,33,Rice
Tomato,32,6.8,1249,21,Rice
Maize,48,7.3,1144,35,Soybean
Rice,25,6.6,372,31,Maize
Tomato,28,6.0,1469,34,Rice
Maize,20,6.5,1120,30,Soybean
Soybean,22,6.0,1384,33,Barley
Maize,44,7.4,1325,18,Soybean
Sugarcane,11,6.9,1090,29,Potato
Soybean,27,7.3,709,24,Barley
Cotton,42,7.2,326,34,Tomato
Potato,20,5.5,1280,32,Wheat
Potato,25,7.3,540,23,Wheat
Sugarcane,36,6.9,436,15,Potato
Barley,41,6.9,932,30,Wheat
Cotton,39,6.7,1391,15,Tomato
Rice,36,6.7,1457,29,Maize
Tomato,45,5.8,957,28,Rice
Millet,41,7.0,1244,23,Cotton
Soybean,36,6.0,743,30,Barley
Soybean,43,6.5,902,34,Barley
Maize,10,6.2,1165,20,Soybean
Potato,16,7.5,353,29,Wheat
Maize,36,5.9,699,30,Soybean
Cotton,46,6.4,1381,25,Tomato
Potato,16,7.3,388,31,Wheat
Cotton,23,5.8,1335,20,Tomato
Wheat,41,5.9,1034,22,Rice
Wheat,27,6.1,1009,21,Rice
Potato,49,7.0,1118,27,Wheat
Potato,40,6.9,1018,21,Wheat
Maize,33,7.4,552,27,Soybean
Sugarcane,42,7.3,1198,22,Potato
Rice,36,7.0,1277,24,Maize
Tomato,49,6.4,1190,31,Rice
Maize,20,6.9,986,31,Soybean
Maize,34,7.2,1409,33,Soybean
Soybean,45,6.3,601,30,Barley
Potato,23,6.3,942,15,Wheat
Sugarcane,12,5.6,1138,16,Potato
Cotton,17,7.5,1431,24,Tomato
Potato,31,6.9,1334,19,Wheat
Barley,10,6.0,702,22,Wheat
Millet,24,5.5,658,26,Cotton
Soybean,26,5.7,893,24,Barley
Wheat,39,5.7,1382,29,Rice
Barley,41,7.5,779,26,Wheat
Cotton,49,6.0,1339,33,Tomato
Tomato,22,6.3,760,23,Rice
Rice,27,7.2,527,35,Maize
Maize,38,7.1,1370,33,Soybean
Barley,36,6.5,1323,35,Wheat
Wheat,22,7.3,618,15,Rice
Maize,30,6.5,343,28,Soybean
Millet,45,6.1,1009,33,Cotton
Tomato,24,6.7,442,29,Rice
Barley,21,5.6,779,29,Wheat
Potato,49,5.7,1246,35,Wheat
Soybean,13,7.1,587,18,Barley
Potato,19,5.7,809,19,Wheat
Rice,45,5.9,1464,21,Maize
Barley,17,6.3,504,31,Wheat
Soybean,39,6.4,915,21,Barley
Millet,15,5.9,808,22,Cotton
Soybean,44,7.3,1204,22,Barley
Maize,30,6.6,905,33,Soybean
Wheat,11,7.1,790,28,Rice
Soybean,49,6.5,888,34,Barley
Millet,35,6.8,846,21,Cotton
Tomato,42,7.3,674,35,Rice
Maize,16,6.8,1332,32,Soybean
Wheat,45,6.3,1303,34,Rice
Cotton,32,5.6,964,32,Tomato
Sugarcane,10,7.2,845,35,Potato
Maize,39,7.2,892,21,Soybean
Tomato,27,5.9,548,33,Rice
Tomato,18,5.8,606,20,Rice
Millet,33,6.8,1113,35,Cotton
Wheat,41,7.1,1102,15,Rice
Barley,26,7.1,1075,35,Wheat
Potato,19,7.5,1217,22,Wheat
Maize,16,6.7,958,23,Soybean
Tomato,20,6.4,1481,24,Rice
Maize,12,6.4,602,26,Soybean
Millet,17,6.6,1451,21,Cotton
Millet,17,6.7,363,18,Cotton
Soybean,34,5.8,365,29,Barley
Potato,30,6.3,750,29,Wheat
Maize,21,5.9,1333,31,Soybean
Cotton,29,5.9,594,17,Tomato
Wheat,31,7.4,1269,29,Rice
Maize,14,5.8,1395,32,Soybean
Soybean,15,6.7,1494,22,Barley
Maize,47,7.5,497,23,Soybean
Potato,11,5.8,805,16,Wheat
Maize,40,6.6,556,31,Soybean
Barley,11,6.6,305,29,Wheat
Maize,45,7.4,301,15,Soybean
Tomato,22,6.3,943,35,Rice
Wheat,37,5.9,1475,30,Rice
Potato,40,7.5,1239,30,Wheat
Wheat,10,6.8,928,31,Rice
Soybean,20,5.6,738,34,Barley
Sugarcane,26,6.9,1332,17,Potato
Tomato,46,6.6,763,26,Rice
Sugarcane,41,5.7,734,32,Potato
Sugarcane,26,5.9,442,22,Potato
Sugarcane,33,6.5,570,22,Potato
Tomato,11,6.6,634,30,Rice
Maize,48,6.0,332,25,Soybean
Rice,22,6.5,841,26,Maize
Barley,49,6.3,460,27,Wheat
Maize,15,5.7,942,20,Soybean
Sugarcane,39,5.5,658,21,Potato
Millet,34,6.1,379,21,Cotton
Tomato,32,5.5,612,33,Rice
Barley,41,5.7,310,19,Wheat
Potato,13,6.4,668,29,Wheat
Cotton,22,6.8,398,19,Tomato
Tomato,42,6.9,333,27,Rice
Wheat,49,5.6,307,26,Rice
Barley,39,5.6,804,27,Wheat
Millet,12,5.7,902,35,Cotton
Potato,50,6.0,1469,25,Wheat
Sugarcane,21,7.0,454,15,Potato
Millet,22,7.4,1466,23,Cotton
Sugarcane,34,6.7,1418,32,Potato
Rice,25,6.5,1343,16,Maize
Barley,10,5.7,1338,26,Wheat
Soybean,20,6.6,1322,27,Barley
Cotton,14,6.7,752,31,Tomato
Rice,20,6.5,564,34,Maize
Cotton,37,6.2,666,27,Tomato
Soybean,47,6.2,441,29,Barley
Wheat,41,6.8,1219,16,Rice
Sugarcane,50,7.1,1054,22,Potato
Rice,45,6.4,1347,25,Maize
Millet,48,7.1,997,22,Cotton
Cotton,34,6.4,1397,24,Tomato
Tomato,17,7.0,385,20,Rice
Barley,21,5.9,549,19,Wheat
Millet,34,7.0,1343,21,Cotton
Maize,40,6.8,1304,22,Soybean
Tomato,30,6.6,536,24,Rice
Soybean,37,6.9,1312,21,Barley
Maize,18,6.7,463,25,Soybean
Rice,11,6.7,955,20,Maize
Barley,17,5.7,1353,16,Wheat
Rice,11,6.6,599,20,Maize
Barley,42,6.2,1067,34,Wheat
Soybean,48,6.9,1006,35,Barley
Sugarcane,24,5.8,1134,27,Potato
Potato,27,7.2,530,16,Wheat
Potato,15,6.5,1127,19,Wheat
Tomato,11,5.8,1131,23,Rice
Wheat,14,7.5,358,33,Rice
Rice,39,6.9,391,27,Maize
Potato,50,6.4,1395,35,Wheat
Maize,21,5.6,489,18,Soybean
Soybean,33,5.6,662,30,Barley
Barley,23,7.5,1184,30,Wheat
Soybean,41,6.9,475,22,Barley
Soybean,12,7.3,1463,26,Barley
Cotton,27,7.2,325,29,Tomato
Maize,50,7.3,716,24,Soybean
Wheat,49,6.8,1396,34,Rice
Maize,23,7.0,1350,20,Soybean
Barley,48,5.8,396,16,Wheat
Barley,32,7.3,1431,21,Wheat
Tomato,13,7.5,1004,19,Rice
Rice,40,6.2,444,34,Maize
Soybean,39,6.9,437,20,Barley
Barley,35,6.9,1166,21,Wheat
Sugarcane,17,6.7,417,20,Potato
Rice,15,6.7,1009,21,Maize
Barley,45,6.9,779,26,Wheat
Rice,44,6.1,624,33,Maize
Sugarcane,20,7.5,1222,35,Potato
Soybean,14,6.1,377,30,Barley
Soybean,10,7.3,679,17,Barley
Rice,15,6.8,915,23,Maize
Potato,26,6.7,1022,21,Wheat
Maize,12,7.2,781,29,Soybean
Maize,33,5.6,1228,28,Soybean
Cotton,21,7.5,308,33,Tomato
Cotton,15,7.3,870,33,Tomato
Millet,26,5.7,683,34,Cotton
Soybean,38,6.6,1246,23,Barley
Wheat,47,5.9,893,35,Rice
Maize,41,6.6,522,15,Soybean
Soybean,48,5.6,415,23,Barley
Potato,11,5.8,312,30,Wheat
Soybean,20,6.7,546,21,Barley
Sugarcane,34,5.8,655,18,Potato
Cotton,47,6.6,878,27,Tomato
Cotton,47,6.0,820,34,Tomato
Tomato,25,6.9,695,27,Rice
Tomato,43,5.6,1099,33,Rice
Cotton,47,6.4,1327,26,Tomato
Wheat,36,6.4,1075,19,Rice
Rice,10,6.6,762,15,Maize
Soybean,11,5.7,1259,28,Barley
Millet,36,6.8,1428,21,Cotton
Maize,22,6.2,413,28,Soybean
Millet,11,5.9,697,21,Cotton
Tomato,21,7.5,729,33,Rice
Cotton,38,5.9,1108,31,Tomato
Soybean,45,7.4,752,22,Barley
Wheat,49,6.5,424,24,Rice
Tomato,46,6.3,1207,26,Rice
Wheat,24,6.0,959,21,Rice
Millet,17,5.8,935,18,Cotton
Tomato,46,6.6,1078,24,Rice
Cotton,15,6.7,784,27,Tomato
Millet,36,6.7,301,21,Cotton
Sugarcane,26,6.8,401,21,Potato
Maize,17,5.5,486,27,Soybean
Barley,45,6.6,1340,33,Wheat
Barley,44,7.3,1476,22,Wheat
Rice,18,6.0,481,34,Maize
Sugarcane,20,6.0,1421,26,Potato
Rice,36,5.9,1144,15,Maize
Tomato,11,6.6,1458,26,Rice
Potato,22,6.4,1360,34,Wheat
Barley,49,6.6,1039,24,Wheat
Wheat,12,6.2,870,25,Rice
Potato,44,5.9,1247,27,Wheat
Tomato,37,7.4,1219,19,Rice
Wheat,23,6.7,703,32,Rice
Barley,48,6.4,449,21,Wheat
Soybean,18,5.6,354,30,Barley
Sugarcane,16,7.2,815,28,Potato
Tomato,36,6.7,719,17,Rice
Soybean,11,6.1,947,35,Barley
Maize,50,6.0,395,34,Soybean
Tomato,50,5.9,765,29,Rice
Sugarcane,15,7.1,820,34,Potato
Barley,10,6.1,520,29,Wheat
Barley,28,6.1,701,34,Wheat
Millet,48,6.9,1439,35,Cotton
Soybean,45,6.4,486,33,Barley
Soybean,25,6.8,1157,30,Barley
Millet,45,6.7,665,35,Cotton
Maize,38,7.3,748,16,Soybean
Sugarcane,15,5.8,710,18,Potato
Wheat,23,6.7,1076,17,Rice
Potato,38,5.6,678,17,Wheat
Potato,40,6.4,530,20,Wheat
Tomato,14,5.5,752,35,Rice
Maize,12,5.6,1023,30,Soybean
Potato,50,5.7,1047,35,Wheat
Rice,13,7.0,1169,31,Maize
Tomato,28,6.1,896,29,Rice
Potato,32,6.4,446,22,Wheat
Soybean,35,5.7,422,33,Barley
Tomato,24,6.9,965,19,Rice
Millet,22,6.5,670,31,Cotton
Millet,22,5.7,1234,22,Cotton
Barley,31,6.3,1036,26,Wheat
Cotton,20,5.6,1130,24,Tomato
Soybean,28,7.0,1174,19,Barley
Barley,16,6.4,509,22,Wheat
Sugarcane,27,6.6,739,16,Potato
Rice,39,6.5,1170,33,Maize
Sugarcane,26,5.6,662,32,Potato
Rice,17,6.9,983,16,Maize
Rice,34,7.1,601,29,Maize
Maize,21,6.4,1166,28,Soybean
Barley,34,7.0,350,31,Wheat
Millet,36,7.5,326,28,Cotton
Barley,45,6.0,1370,25,Wheat
Rice,16,5.6,379,25,Maize
Maize,49,6.1,1397,32,Soybean
Millet,36,6.1,796,34,Cotton
Cotton,50,6.4,442,31,Tomato
Cotton,48,7.5,542,18,Tomato
Tomato,21,5.6,1165,33,Rice
Cotton,44,6.9,789,27,Tomato
Sugarcane,17,6.3,346,16,Potato
Rice,19,6.2,1074,16,Maize
Maize,30,6.4,1025,23,Soybean
Maize,10,5.6,677,21,Soybean
Maize,46,6.9,1410,15,Soybean
Maize,40,5.5,537,17,Soybean
Millet,35,7.3,811,23,Cotton
Wheat,45,7.5,1488,19,Rice
Wheat,28,5.9,583,30,Rice
Tomato,26,5.8,1472,28,Rice
Rice,45,7.5,1114,15,Maize
Potato,18,7.0,314,30,Wheat
Soybean,12,7.2,1099,26,Barley
Rice,27,6.2,361,27,Maize
Wheat,48,5.8,939,23,Rice
Sugarcane,50,6.3,1491,28,Potato
Sugarcane,40,7.0,324,25,Potato
Wheat,27,5.6,488,32,Rice
Soybean,18,6.6,790,19,Barley
Cotton,16,6.4,867,28,Tomato
Soybean,29,6.0,1337,28,Barley
Potato,16,5.9,510,29,Wheat
Tomato,41,5.7,710,21,Rice
Barley,23,6.5,1034,20,Wheat
Wheat,17,5.9,975,32,Rice
Potato,35,7.3,1370,16,Wheat
Barley,40,5.8,494,21,Wheat
Soybean,47,5.8,663,16,Barley
Soybean,44,6.6,735,19,Barley
Maize,50,5.7,847,19,Soybean
Soybean,49,6.1,1029,28,Barley
Maize,43,6.5,783,29,Soybean
Rice,38,7.3,439,24,Maize
Potato,22,6.9,391,19,Wheat
Sugarcane,13,6.8,607,21,Potato
Millet,47,5.7,534,26,Cotton
Sugarcane,39,5.6,1252,33,Potato
Tomato,23,5.8,1308,33,Rice
Soybean,45,6.0,798,19,Barley
Potato,50,7.0,1396,28,Wheat
Maize,23,6.3,736,28,Soybean
Barley,35,6.1,496,15,Wheat
Soybean,26,6.3,1421,24,Barley
Cotton,46,7.3,990,19,Tomato
Barley,41,7.3,1348,27,Wheat
Millet,32,6.9,1183,31,Cotton
Soybean,20,6.0,728,33,Barley
Millet,19,6.0,762,32,Cotton
Millet,15,7.5,1042,23,Cotton
Potato,30,5.7,1422,25,Wheat
Cotton,25,5.6,1167,15,Tomato
Cotton,38,7.0,1010,15,Tomato
Rice,25,6.7,1485,20,Maize
Barley,44,5.7,649,30,Wheat
Tomato,38,5.9,424,31,Rice
Maize,42,7.4,879,19,Soybean
Soybean,10,5.9,956,26,Barley
Millet,12,7.0,549,16,Cotton
Barley,43,6.7,540,31,Wheat
Barley,42,6.5,550,16,Wheat
Rice,37,5.9,879,25,Maize
Sugarcane,37,5.9,624,22,Potato
Millet,48,6.0,1464,32,Cotton
Tomato,15,6.3,1322,28,Rice
Millet,35,6.3,753,25,Cotton
Rice,19,6.4,1381,32,Maize
Millet,36,6.5,1229,17,Cotton
Wheat,44,7.2,1487,27,Rice
Barley,15,7.4,1417,23,Wheat
Millet,15,7.2,318,19,Cotton
Soybean,44,7.4,383,34,Barley
Maize,25,7.2,791,28,Soybean
Tomato,49,7.0,701,20,Rice
Wheat,36,7.1,789,35,Rice
Millet,15,6.8,1020,26,Cotton
Soybean,48,6.5,540,17,Barley
Potato,14,6.2,949,15,Wheat
Sugarcane,39,6.0,803,33,Potato
Barley,46,6.5,1473,25,Wheat
Tomato,14,7.1,1233,31,Rice
Wheat,20,7.0,339,28,Rice
Sugarcane,24,6.8,493,31,Potato
Maize,15,6.3,365,20,Soybean
Millet,24,6.4,308,34,Cotton
Potato,37,7.2,1328,19,Wheat
Millet,12,5.8,692,23,Cotton
Sugarcane,39,7.2,1178,22,Potato
Rice,30,7.0,402,23,Maize
Soybean,30,6.3,496,32,Barley
Tomato,45,6.4,1253,28,Rice
Rice,43,7.4,705,16,Maize
Barley,21,6.8,876,26,Wheat
Rice,26,7.4,860,26,Maize
Soybean,16,5.8,996,26,Barley
Wheat,13,6.6,1232,33,Rice
Potato,31,7.0,1207,17,Wheat
Tomato,20,7.2,1304,18,Rice
Millet,43,5.6,538,20,Cotton
Millet,32,6.7,1462,22,Cotton
Tomato,19,5.9,924,18,Rice
Sugarcane,11,7.3,1208,18,Potato
Soybean,50,6.2,514,28,Barley
Millet,43,5.8,1321,31,Cotton
Wheat,33,6.8,1457,34,Rice
Barley,20,6.4,628,31,Wheat
Millet,15,6.7,526,23,Cotton
Maize,40,5.5,686,21,Soybean
Potato,49,6.5,516,27,Wheat
Soybean,14,7.4,784,22,Barley
Millet,19,6.7,320,33,Cotton
Cotton,35,5.7,716,26,Tomato
Tomato,38,7.0,1014,28,Rice
Tomato,28,7.3,1229,27,Rice
Cotton,26,7.1,447,16,Tomato
Potato,50,6.0,647,18,Wheat
Potato,41,5.9,725,23,Wheat
Barley,24,6.9,686,33,Wheat
Cotton,21,7.4,624,28,Tomato
Wheat,47,7.2,504,27,Rice
Soybean,28,6.5,1462,24,Barley
Potato,26,5.8,449,19,Wheat
Wheat,50,6.4,1083,23,Rice
Tomato,14,6.0,672,24,Rice
Cotton,31,7.5,660,20,Tomato
Soybean,29,7.5,1181,16,Barley
Sugarcane,36,6.7,844,31,Potato
Millet,40,6.3,371,18,Cotton
Barley,33,6.2,1430,21,Wheat
Barley,31,6.8,472,20,Wheat
Potato,19,7.2,532,29,Wheat
Potato,13,7.3,1491,35,Wheat
Sugarcane,27,6.2,949,35,Potato
Tomato,17,7.0,997,28,Rice
Cotton,33,6.5,930,31,Tomato
Barley,28,7.0,1212,25,Wheat
Tomato,47,6.9,1183,22,Rice
Cotton,30,5.9,856,25,Tomato
Barley,48,6.8,994,17,Wheat
Potato,45,6.2,1306,23,Wheat
Sugarcane,16,5.9,471,27,Potato
Barley,16,6.7,886,20,Wheat
Sugarcane,27,6.7,716,22,Potato
Barley,15,7.1,344,22,Wheat
Millet,25,5.8,1115,27,Cotton
Wheat,40,7.2,974,25,Rice
Potato,24,7.3,485,18,Wheat
Barley,33,5.8,836,18,Wheat
Sugarcane,20,6.4,1299,26,Potato
Millet,40,6.2,692,17,Cotton
Barley,22,5.5,984,28,Wheat
Barley,31,7.5,433,24,Wheat
Cotton,10,7.0,814,26,Tomato
Rice,48,6.1,828,23,Maize
Rice,46,5.6,449,19,Maize
Cotton,49,6.0,1049,15,Tomato
Cotton,43,6.4,454,19,Tomato
Rice,49,6.8,854,25,Maize
Soybean,44,6.1,995,28,Barley
Tomato,34,7.3,1344,20,Rice
Sugarcane,13,7.3,357,26,Potato
Cotton,20,7.0,912,27,Tomato
Maize,37,6.0,585,34,Soybean
Barley,11,7.1,397,19,Wheat
Potato,44,6.5,753,31,Wheat
Barley,23,6.5,635,30,Wheat
Potato,48,6.3,1265,17,Wheat
Maize,31,6.2,1409,32,Soybean
Wheat,28,5.7,683,19,Rice
Tomato,48,7.3,675,19,Rice
Sugarcane,38,7.4,448,29,Potato
Rice,30,6.4,1175,20,Maize
Maize,44,6.5,650,28,Soybean
Wheat,18,7.0,1366,20,Rice
Maize,14,6.9,427,24,Soybean
Tomato,50,5.8,704,24,Rice
Sugarcane,23,6.5,1456,33,Potato
Potato,37,6.8,1307,20,Wheat
Millet,17,6.0,755,32,Cotton
Tomato,46,5.6,906,30,Rice
Barley,20,6.2,1349,24,Wheat
Soybean,19,6.9,1127,25,Barley
Tomato,29,6.1,1122,31,Rice
Sugarcane,39,6.5,377,30,Potato
Barley,39,7.1,763,18,Wheat
Barley,17,5.7,1486,35,Wheat
Wheat,36,7.0,506,30,Rice
Potato,26,7.1,1016,27,Wheat
Potato,43,6.9,740,32,Wheat
Millet,11,7.4,1107,15,Cotton
Potato,31,5.7,303,25,Wheat
Maize,49,7.0,615,25,Soybean
Soybean,20,7.1,1273,31,Barley
Soybean,12,6.9,774,35,Barley
Sugarcane,24,5.8,1171,19,Potato
Potato,49,6.8,1431,26,Wheat
Cotton,44,6.9,760,18,Tomato
Soybean,42,5.7,426,26,Barley
Barley,14,7.2,369,31,Wheat
Barley,16,6.7,437,15,Wheat
Wheat,32,7.4,1473,35,Rice
Millet,40,6.2,938,26,Cotton
Sugarcane,23,5.6,780,23,Potato
Rice,15,7.0,1008,20,Maize
Millet,23,6.7,522,27,Cotton
Wheat,30,7.1,796,22,Rice
Maize,35,6.6,449,29,Soybean
Wheat,50,7.4,666,24,Rice
Barley,36,6.7,533,35,Wheat
Barley,21,5.7,1456,32,Wheat
Wheat,11,6.6,703,27,Rice
Barley,36,6.5,464,16,Wheat
Tomato,26,5.8,804,21,Rice
Cotton,48,5.8,690,28,Tomato
Soybean,49,6.6,395,34,Barley
Soybean,35,7.5,580,35,Barley
Cotton,22,7.2,331,25,Tomato
Millet,27,5.6,1210,35,Cotton
Millet,30,6.7,572,28,Cotton
Rice,29,6.1,397,29,Maize
Soybean,31,7.3,1489,23,Barley
Cotton,15,5.9,551,16,Tomato
Wheat,49,7.1,921,35,Rice
Millet,36,6.0,425,26,Cotton
Potato,32,6.5,1186,31,Wheat
Maize,43,6.4,1462,34,Soybean
Maize,38,6.0,972,19,Soybean
Barley,10,6.0,411,31,Wheat
Potato,18,7.0,336,35,Wheat
Rice,15,7.3,1230,16,Maize
Sugarcane,14,5.9,1318,26,Potato
Cotton,19,6.8,516,15,Tomato
Barley,28,7.0,922,29,Wheat
Soybean,18,7.2,535,27,Barley
Potato,33,5.9,914,25,Wheat
Cotton,15,6.2,717,21,Tomato
Tomato,23,6.8,412,24,Rice
Soybean,41,7.1,1273,23,Barley
Tomato,28,6.8,932,31,Rice
Potato,21,6.2,895,25,Wheat
Wheat,13,7.4,1131,31,Rice
Cotton,21,6.7,1054,35,Tomato
Maize,47,6.0,887,18,Soybean
Cotton,10,7.3,1343,26,Tomato
Rice,37,6.0,1137,27,Maize
Sugarcane,24,5.7,1112,26,Potato
Potato,37,6.6,1273,16,Wheat
Wheat,25,5.7,901,17,Rice
Tomato,40,7.1,842,30,Rice
Millet,37,6.2,1273,29,Cotton
Potato,42,5.8,1216,17,Wheat
Soybean,13,6.3,684,32,Barley
Potato,29,7.0,863,16,Wheat
Cotton,49,7.3,420,32,Tomato
Potato,20,6.2,1075,23,Wheat
Rice,42,6.2,1110,29,Maize
Wheat,25,5.8,459,17,Rice
Cotton,21,5.7,1406,26,Tomato
Millet,12,6.2,1406,29,Cotton
Wheat,39,7.4,1247,23,Rice
Sugarcane,40,6.2,419,20,Potato
Sugarcane,19,6.8,313,20,Potato
Sugarcane,30,5.6,1066,28,Potato
Sugarcane,32,5.6,1439,17,Potato
Soybean,22,6.2,686,27,Barley
Soybean,50,5.7,427,22,Barley
Soybean,19,5.8,1365,18,Barley
Soybean,14,7.1,575,32,Barley
Rice,24,6.4,1399,34,Maize
Barley,44,7.3,1060,23,Wheat
Maize,36,5.6,1195,33,Soybean
Wheat,23,5.7,720,21,Rice
Barley,23,6.2,500,16,Wheat
Soybean,11,5.7,1450,27,Barley
Cotton,26,6.7,1456,21,Tomato
Potato,24,6.8,1364,33,Wheat
Rice,44,7.3,1341,34,Maize
Maize,31,5.6,616,30,Soybean
Tomato,47,5.7,1199,15,Rice
Tomato,45,7.2,1189,24,Rice
Barley,10,6.8,791,30,Wheat
Soybean,50,6.4,450,20,Barley
Tomato,10,6.3,365,20,Rice
Wheat,28,6.7,802,16,Rice
Cotton,38,7.2,1230,21,Tomato
Barley,42,5.8,1317,27,Wheat
Cotton,29,5.9,1140,28,Tomato
Maize,26,5.9,1161,25,Soybean
Soybean,15,7.3,984,24,Barley
Cotton,22,7.5,681,33,Tomato
Barley,28,6.2,867,23,Wheat
Rice,48,5.8,1315,35,Maize
Barley,33,7.3,1434,21,Wheat
Millet,49,6.0,813,20,Cotton
Tomato,29,7.3,1194,31,Rice
Millet,40,7.0,1395,29,Cotton
Barley,49,5.5,391,28,Wheat
Wheat,26,7.2,1217,18,Rice
Cotton,36,7.3,904,33,Tomato
Soybean,45,6.4,559,19,Barley
Soybean,39,6.6,805,29,Barley
Barley,18,5.8,671,22,Wheat
Rice,25,6.1,1407,21,Maize
Wheat,16,6.0,1391,24,Rice
Barley,49,5.8,999,27,Wheat
Wheat,29,6.5,1227,35,Rice
Maize,21,6.2,837,32,Soybean
Maize,47,6.8,906,22,Soybean
Barley,23,7.3,634,33,Wheat
Sugarcane,48,7.3,941,28,Potato
Millet,19,6.8,1435,22,Cotton
Millet,38,6.1,791,31,Cotton
Soybean,10,7.0,1115,17,Barley
Tomato,32,7.3,1361,23,Rice
Soybean,27,6.8,550,18,Barley
Tomato,27,7.1,1239,26,Rice
Potato,48,5.6,1036,33,Wheat
Soybean,16,6.9,1467,23,Barley
Potato,34,6.7,452,28,Wheat
Wheat,24,6.8,1273,20,Rice
Tomato,45,5.5,849,27,Rice
Wheat,43,7.2,1496,31,Rice
Wheat,33,7.2,1393,26,Rice
Wheat,22,6.6,1070,17,Rice
Millet,25,5.7,1262,32,Cotton
Barley,28,7.5,1376,17,Wheat
Potato,18,5.7,1225,32,Wheat
Barley,18,7.1,538,28,Wheat
Barley,44,5.8,427,28,Wheat
Potato,36,7.3,1002,32,Wheat
Cotton,35,5.7,1290,19,Tomato
Barley,37,5.6,1287,23,Wheat
Cotton,36,7.5,1352,31,Tomato
Millet,48,6.3,1213,30,Cotton
Soybean,15,6.1,691,34,Barley
Barley,24,6.9,563,28,Wheat
Soybean,17,6.0,969,17,Barley
Maize,26,7.2,364,15,Soybean
Maize,40,5.5,1251,30,Soybean
Wheat,45,6.8,356,19,Rice
